index,isVul,category,filename
734,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_506_(0_False_5_Array).js
735,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_507_(0_False_6_try_catch_在_try_块中传递污染数据).js
736,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_508_(0_False_7_在_catch_中意外传递污染数据).js
737,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_509_(0_False_8_通过_finally_块传递).js
738,False,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_510_(0_False_9_async_await).js
739,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_511_(0_True_10_Array_遍历_forEach_map_reduce).js
740,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_512_(0_True_11_try_catch_在_try_块中传递污染数据).js
741,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_513_(0_True_12_在_catch_中意外传递污染数据).js
742,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_514_(0_True_13_通过_finally_块传递).js
743,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_515_(0_True_14_async_await).js
744,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_516_(0_True_15_竞态).js
745,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_517_(0_True_1_传递到字段上).js
746,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_518_(0_True_2_传递到函数).js
747,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_519_(0_True_3_if语句).js
748,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_520_(0_True_4_switch语句).js
749,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_521_(0_True_5_Map).js
750,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_522_(0_True_6_Map_遍历_key_value).js
751,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_523_(0_True_7_Map_遍历_key).js
752,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_524_(0_True_8_Array).js
753,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcase_525_(0_True_9_Array_遍历_index_for_of).js
754,True,污染注入类,unit\污染注入类\日志注入\日志注入\testcode0.js
755,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_526_(0_False_10_竞态).js
756,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_527_(0_False_1_传递到函数).js
757,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_528_(0_False_2_if语句).js
758,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_529_(0_False_3_switch语句).js
759,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_530_(0_False_4_Map).js
760,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_531_(0_False_5_Array).js
761,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_532_(0_False_6_try_catch_在_try_块中传递污染数据).js
762,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_533_(0_False_7_在_catch_中意外传递污染数据).js
763,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_534_(0_False_8_通过_finally_块传递).js
764,False,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_535_(0_False_9_async_await).js
765,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_536_(0_True_10_Array_遍历_forEach_map_reduce).js
766,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_537_(0_True_11_try_catch_在_try_块中传递污染数据).js
767,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_538_(0_True_12_在_catch_中意外传递污染数据).js
768,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_539_(0_True_13_通过_finally_块传递).js
769,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_540_(0_True_14_async_await).js
770,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_541_(0_True_15_竞态).js
771,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_542_(0_True_1_传递到字段上).js
772,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_543_(0_True_2_传递到函数).js
773,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_544_(0_True_3_if语句).js
774,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_545_(0_True_4_switch语句).js
775,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_546_(0_True_5_Map).js
776,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_547_(0_True_6_Map_遍历_key_value).js
777,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_548_(0_True_7_Map_遍历_key).js
778,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_549_(0_True_8_Array).js
779,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcase_550_(0_True_9_Array_遍历_index_for_of).js
780,True,污染注入类,unit\污染注入类\服务器端请求伪造\服务器端请求伪造（Server-Side_Request_Forgery）\testcode0.js
781,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_551_(0_False_10_竞态).js
782,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_552_(0_False_1_传递到函数).js
783,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_553_(0_False_2_if语句).js
784,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_554_(0_False_3_switch语句).js
785,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_555_(0_False_4_Map).js
786,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_556_(0_False_5_Array).js
787,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_557_(0_False_6_try_catch_在_try_块中传递污染数据).js
788,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_558_(0_False_7_在_catch_中意外传递污染数据).js
789,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_559_(0_False_8_通过_finally_块传递).js
790,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_560_(0_False_9_async_await).js
791,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_561_(0_True_10_Array_遍历_forEach_map_reduce).js
792,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_562_(0_True_11_try_catch_在_try_块中传递污染数据).js
793,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_563_(0_True_12_在_catch_中意外传递污染数据).js
794,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_564_(0_True_13_通过_finally_块传递).js
795,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_565_(0_True_14_async_await).js
796,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_566_(0_True_15_竞态).js
797,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_567_(0_True_1_传递到字段上).js
798,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_568_(0_True_2_传递到函数).js
799,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_569_(0_True_3_if语句).js
800,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_570_(0_True_4_switch语句).js
801,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_571_(0_True_5_Map).js
802,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_572_(0_True_6_Map_遍历_key_value).js
803,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_573_(0_True_7_Map_遍历_key).js
804,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_574_(0_True_8_Array).js
805,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_575_(0_True_9_Array_遍历_index_for_of).js
806,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_576_(1_False_10_竞态).js
807,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_577_(1_False_1_传递到函数).js
808,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_578_(1_False_2_if语句).js
809,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_579_(1_False_3_switch语句).js
810,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_580_(1_False_4_Map).js
811,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_581_(1_False_5_Array).js
812,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_582_(1_False_6_try_catch_在_try_块中传递污染数据).js
813,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_583_(1_False_7_在_catch_中意外传递污染数据).js
814,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_584_(1_False_8_通过_finally_块传递).js
815,False,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_585_(1_False_9_async_await).js
816,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_586_(1_True_10_Array_遍历_forEach_map_reduce).js
817,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_587_(1_True_11_try_catch_在_try_块中传递污染数据).js
818,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_588_(1_True_12_在_catch_中意外传递污染数据).js
819,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_589_(1_True_13_通过_finally_块传递).js
820,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_590_(1_True_14_async_await).js
821,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_591_(1_True_15_竞态).js
822,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_592_(1_True_1_传递到字段上).js
823,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_593_(1_True_2_传递到函数).js
824,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_594_(1_True_3_if语句).js
825,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_595_(1_True_4_switch语句).js
826,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_596_(1_True_5_Map).js
827,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_597_(1_True_6_Map_遍历_key_value).js
828,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_598_(1_True_7_Map_遍历_key).js
829,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_599_(1_True_8_Array).js
830,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcase_600_(1_True_9_Array_遍历_index_for_of).js
831,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcode0.js
832,True,污染注入类,unit\污染注入类\缓存污染\缓存污染\testcode1.js
833,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_601_(0_False_10_竞态).js
834,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_602_(0_False_1_传递到函数).js
835,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_603_(0_False_2_if语句).js
836,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_604_(0_False_3_switch语句).js
837,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_605_(0_False_4_Map).js
838,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_606_(0_False_5_Array).js
839,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_607_(0_False_6_try_catch_在_try_块中传递污染数据).js
840,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_608_(0_False_7_在_catch_中意外传递污染数据).js
841,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_609_(0_False_8_通过_finally_块传递).js
842,False,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_610_(0_False_9_async_await).js
843,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_611_(0_True_10_Array_遍历_forEach_map_reduce).js
844,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_612_(0_True_11_try_catch_在_try_块中传递污染数据).js
845,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_613_(0_True_12_在_catch_中意外传递污染数据).js
846,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_614_(0_True_13_通过_finally_块传递).js
847,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_615_(0_True_14_async_await).js
848,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_616_(0_True_15_竞态).js
849,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_617_(0_True_1_传递到字段上).js
850,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_618_(0_True_2_传递到函数).js
851,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_619_(0_True_3_if语句).js
852,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_620_(0_True_4_switch语句).js
853,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_621_(0_True_5_Map).js
854,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_622_(0_True_6_Map_遍历_key_value).js
855,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_623_(0_True_7_Map_遍历_key).js
856,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_624_(0_True_8_Array).js
857,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcase_625_(0_True_9_Array_遍历_index_for_of).js
858,True,污染注入类,unit\污染注入类\设置操控\设置操控（Setting_Manipulation）\testcode0.js
859,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_626_(0_False_10_竞态).js
860,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_627_(0_False_1_传递到函数).js
861,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_628_(0_False_2_if语句).js
862,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_629_(0_False_3_switch语句).js
863,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_630_(0_False_4_Map).js
864,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_631_(0_False_5_Array).js
865,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_632_(0_False_6_try_catch_在_try_块中传递污染数据).js
866,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_633_(0_False_7_在_catch_中意外传递污染数据).js
867,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_634_(0_False_8_通过_finally_块传递).js
868,False,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_635_(0_False_9_async_await).js
869,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_636_(0_True_10_Array_遍历_forEach_map_reduce).js
870,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_637_(0_True_11_try_catch_在_try_块中传递污染数据).js
871,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_638_(0_True_12_在_catch_中意外传递污染数据).js
872,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_639_(0_True_13_通过_finally_块传递).js
873,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_640_(0_True_14_async_await).js
874,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_641_(0_True_15_竞态).js
875,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_642_(0_True_1_传递到字段上).js
876,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_643_(0_True_2_传递到函数).js
877,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_644_(0_True_3_if语句).js
878,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_645_(0_True_4_switch语句).js
879,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_646_(0_True_5_Map).js
880,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_647_(0_True_6_Map_遍历_key_value).js
881,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_648_(0_True_7_Map_遍历_key).js
882,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_649_(0_True_8_Array).js
883,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcase_650_(0_True_9_Array_遍历_index_for_of).js
884,True,污染注入类,unit\污染注入类\资源注入\资源注入\testcode0.js
885,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_651_(0_False_10_竞态).js
886,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_652_(0_False_1_传递到函数).js
887,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_653_(0_False_2_if语句).js
888,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_654_(0_False_3_switch语句).js
889,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_655_(0_False_4_Map).js
890,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_656_(0_False_5_Array).js
891,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_657_(0_False_6_try_catch_在_try_块中传递污染数据).js
892,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_658_(0_False_7_在_catch_中意外传递污染数据).js
893,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_659_(0_False_8_通过_finally_块传递).js
894,False,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_660_(0_False_9_async_await).js
895,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_661_(0_True_10_Array_遍历_forEach_map_reduce).js
896,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_662_(0_True_11_try_catch_在_try_块中传递污染数据).js
897,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_663_(0_True_12_在_catch_中意外传递污染数据).js
898,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_664_(0_True_13_通过_finally_块传递).js
899,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_665_(0_True_14_async_await).js
900,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_666_(0_True_15_竞态).js
901,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_667_(0_True_1_传递到字段上).js
902,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_668_(0_True_2_传递到函数).js
903,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_669_(0_True_3_if语句).js
904,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_670_(0_True_4_switch语句).js
905,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_671_(0_True_5_Map).js
906,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_672_(0_True_6_Map_遍历_key_value).js
907,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_673_(0_True_7_Map_遍历_key).js
908,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_674_(0_True_8_Array).js
909,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcase_675_(0_True_9_Array_遍历_index_for_of).js
910,True,污染注入类,unit\污染注入类\跨会话污染\跨会话污染\testcode0.js
911,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_676_(0_False_10_竞态).js
912,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_677_(0_False_1_传递到函数).js
913,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_678_(0_False_2_if语句).js
914,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_679_(0_False_3_switch语句).js
915,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_680_(0_False_4_Map).js
916,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_681_(0_False_5_Array).js
917,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_682_(0_False_6_try_catch_在_try_块中传递污染数据).js
918,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_683_(0_False_7_在_catch_中意外传递污染数据).js
919,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_684_(0_False_8_通过_finally_块传递).js
920,False,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_685_(0_False_9_async_await).js
921,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_686_(0_True_10_Array_遍历_forEach_map_reduce).js
922,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_687_(0_True_11_try_catch_在_try_块中传递污染数据).js
923,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_688_(0_True_12_在_catch_中意外传递污染数据).js
924,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_689_(0_True_13_通过_finally_块传递).js
925,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_690_(0_True_14_async_await).js
926,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_691_(0_True_15_竞态).js
927,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_692_(0_True_1_传递到字段上).js
928,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_693_(0_True_2_传递到函数).js
929,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_694_(0_True_3_if语句).js
930,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_695_(0_True_4_switch语句).js
931,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_696_(0_True_5_Map).js
932,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_697_(0_True_6_Map_遍历_key_value).js
933,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_698_(0_True_7_Map_遍历_key).js
934,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_699_(0_True_8_Array).js
935,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcase_700_(0_True_9_Array_遍历_index_for_of).js
936,True,污染注入类,unit\污染注入类\跨帧脚本漏洞\跨帧脚本漏洞\testcode0.js
937,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_701_(0_False_10_竞态).js
938,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_702_(0_False_1_传递到函数).js
939,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_703_(0_False_2_if语句).js
940,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_704_(0_False_3_switch语句).js
941,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_705_(0_False_4_Map).js
942,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_706_(0_False_5_Array).js
943,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_707_(0_False_6_try_catch_在_try_块中传递污染数据).js
944,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_708_(0_False_7_在_catch_中意外传递污染数据).js
945,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_709_(0_False_8_通过_finally_块传递).js
946,False,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_710_(0_False_9_async_await).js
947,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_711_(0_True_10_Array_遍历_forEach_map_reduce).js
948,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_712_(0_True_11_try_catch_在_try_块中传递污染数据).js
949,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_713_(0_True_12_在_catch_中意外传递污染数据).js
950,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_714_(0_True_13_通过_finally_块传递).js
951,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_715_(0_True_14_async_await).js
952,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_716_(0_True_15_竞态).js
953,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_717_(0_True_1_传递到字段上).js
954,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_718_(0_True_2_传递到函数).js
955,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_719_(0_True_3_if语句).js
956,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_720_(0_True_4_switch语句).js
957,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_721_(0_True_5_Map).js
958,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_722_(0_True_6_Map_遍历_key_value).js
959,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_723_(0_True_7_Map_遍历_key).js
960,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_724_(0_True_8_Array).js
961,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcase_725_(0_True_9_Array_遍历_index_for_of).js
962,True,污染注入类,unit\污染注入类\跨站脚本\DOM_型跨站脚本\testcode0.js
963,False,污染注入类,unit\污染注入类\跨站脚本\SOP_绕过型跨站脚本\testcase_726_(0_False_10_竞态).js
964,False,污染注入类,unit\污染注入类\跨站脚本\SOP_绕过型跨站脚本\testcase_727_(0_False_1_传递到函数).js
965,False,污染注入类,unit\污染注入类\跨站脚本\SOP_绕过型跨站脚本\testcase_728_(0_False_2_if语句).js
966,False,污染注入类,unit\污染注入类\跨站脚本\SOP_绕过型跨站脚本\testcase_729_(0_False_3_switch语句).js
967,False,污染注入类,unit\污染注入类\跨站脚本\SOP_绕过型跨站脚本\testcase_730_(0_False_4_Map).js
968,False,污染注入类,unit\污染注入类\跨站脚本\SOP_绕过型跨站脚本\testcase_731_(0_False_5_Array).js
969,False,污染注入类,unit\污染注入类\跨站脚本\SOP_绕过型跨站脚本\testcase_732_(0_False_6_try_catch_在_try_块中传递污染数据).js
